marka,seri,model,baslik,yil,km,fiyat,il_ilce,image_path
Fiat,Egea,1.3 Mjet 95 Hp Eu6D Easy,FIAT-EGEA-1.3 MJET 95 HP EU6D EASY,2021,115131,610000,Konya,data/processed_images/otokoc_car_20250130_141352_page_54_idx_11.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,51564,715000,İstanbul,data/processed_images/otokoc_car_20250130_141352_page_54_idx_12.jpg
Fiat,Egea,1.4 Fire Bz 95 Hp Easy,FIAT-EGEA-1.4 FIRE BZ 95 HP EASY,2021,98612,605000,İstanbul,data/processed_images/otokoc_car_20250130_141352_page_54_idx_13.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,217861,585000,Eskişehir,data/processed_images/otokoc_car_20250130_141355_page_55_idx_3.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,232154,600000,Eskişehir,data/processed_images/otokoc_car_20250130_141355_page_55_idx_4.jpg
Ford,Focus,Trend 1.6Tdci 95Ps 4K,FORD-FOCUS-TREND 1.6TDCI 95PS 4K,2013,234525,700000,Samsun,data/processed_images/otokoc_car_20250130_141355_page_55_idx_5.jpg
Mercedes,E,Serisi-1.6 E 200 D Exclusive Auto,MERCEDES-E-SERISI-1.6 E 200 D EXCLUSIVE AUTO,2022,64255,3805000,İstanbul,data/processed_images/otokoc_car_20250130_141355_page_55_idx_6.jpg
Fiat,Fi̇ori̇no,1.3 Mjet 95Hp Eu6Df Pop Combi,FIAT-FİORİNO-1.3 MJET 95HP EU6DF POP COMBI,2023,42226,685000,Eskişehir,data/processed_images/otokoc_car_20250130_141355_page_55_idx_7.jpg
Dacia,Duster,Comfort 1.5 Blue Dci 115 Bg 4X4,DACIA-DUSTER-COMFORT 1.5 BLUE dCi 115 BG 4x4,2021,60599,1080000,İzmir,data/processed_images/otokoc_car_20250130_141355_page_55_idx_8.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,127186,640000,Antalya,data/processed_images/otokoc_car_20250130_141355_page_55_idx_9.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,72935,695000,Antalya,data/processed_images/otokoc_car_20250130_141355_page_55_idx_10.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,120468,675000,Antalya,data/processed_images/otokoc_car_20250130_141355_page_55_idx_11.jpg
Citroen,C,Elysee-Shine 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-SHINE 1.5 BLUEHDI 100HP EU6.2,2019,140276,600000,Antalya,data/processed_images/otokoc_car_20250130_141355_page_55_idx_12.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,126614,680000,Antalya,data/processed_images/otokoc_car_20250130_141355_page_55_idx_13.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,100578,715000,Antalya,data/processed_images/otokoc_car_20250130_141355_page_55_idx_14.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,214352,610000,Antalya,data/processed_images/otokoc_car_20250130_141400_page_56_idx_11.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,177991,575000,Antalya,data/processed_images/otokoc_car_20250130_141400_page_56_idx_12.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,115300,705000,Antalya,data/processed_images/otokoc_car_20250130_141400_page_56_idx_13.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,126595,680000,Antalya,data/processed_images/otokoc_car_20250130_141400_page_56_idx_14.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,121947,700000,Antalya,data/processed_images/otokoc_car_20250130_141401_page_57_idx_0.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,192091,605000,Antalya,data/processed_images/otokoc_car_20250130_141401_page_57_idx_1.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2021,72077,770000,Samsun,data/processed_images/otokoc_car_20250130_141401_page_57_idx_2.jpg
Toyota,Corolla Cross,Hybrid Flame X-Pack E-Cvt,TOYOTA-COROLLA CROSS-HYBRID FLAME X-PACK E-CVT,2022,86306,1600000,Samsun,data/processed_images/otokoc_car_20250130_141401_page_57_idx_3.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2021,182408,630000,Samsun,data/processed_images/otokoc_car_20250130_141401_page_57_idx_4.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2021,154699,625000,Samsun,data/processed_images/otokoc_car_20250130_141401_page_57_idx_5.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,204557,610000,İzmir,data/processed_images/otokoc_car_20250130_141401_page_57_idx_6.jpg
Dacia,Lodgy,Laureate 1.5 Blue Dci 95 Bg 7 Koltuklu,DACIA-LODGY-LAUREATE 1.5 BLUE DCI 95 BG 7 KOLTUKLU,2020,78963,735000,Antalya,data/processed_images/otokoc_car_20250130_141401_page_57_idx_7.jpg
Fiat,Egea,1.3 Mjet 95 Hp Eu6D Easy,FIAT-EGEA-1.3 MJET 95 HP EU6D EASY,2021,59472,730000,Samsun,data/processed_images/otokoc_car_20250130_141401_page_57_idx_8.jpg
Fiat,Egea,1.3 Mjet 95 Hp Eu6D Easy,FIAT-EGEA-1.3 MJET 95 HP EU6D EASY,2021,53952,725000,Samsun,data/processed_images/otokoc_car_20250130_141401_page_57_idx_9.jpg
Opel,Astra,1.3 Cdti 90Hp Enjoy Plus,OPEL-ASTRA-1.3 CDTI 90HP ENJOY PLUS,2012,218819,525000,Samsun,data/processed_images/otokoc_car_20250130_141401_page_57_idx_10.jpg
Mg,Zs,1.0 T-Gdi Luxury Plus,MG-ZS-1.0 T-GDI LUXURY PLUS,2024,8088,1320000,Sivas,data/processed_images/otokoc_car_20250130_141401_page_57_idx_12.jpg
Volkswagen,Passat,1.5 Tsi Act 150 Ps Business Dsg,VOLKSWAGEN-PASSAT-1.5 TSI ACT 150 PS BUSINESS DSG,2021,97053,1538000,Malatya,data/processed_images/otokoc_car_20250130_141401_page_57_idx_13.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,77684,729000,Malatya,data/processed_images/otokoc_car_20250130_141401_page_57_idx_14.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,95230,715000,Malatya,data/processed_images/otokoc_car_20250130_141406_page_58_idx_0.jpg
Ford,Puma,Style 1.0Lt Ecoboost 125Ps 7 Otomati̇k,FORD-PUMA-STYLE 1.0LT ECOBOOST 125PS 7 OTOMATİK,2023,9147,1320000,Sivas,data/processed_images/otokoc_car_20250130_141406_page_58_idx_1.jpg
Dacia,Duster,Comfort 1.0 Tce 100 Bg 4X2,DACIA-DUSTER-COMFORT 1.0 TCE 100 BG 4x2,2020,47362,815000,Eskişehir,data/processed_images/otokoc_car_20250130_141406_page_58_idx_2.jpg
Citroen,C,Elysee-Shine 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-SHINE 1.5 BLUEHDI 100HP EU6.2,2020,147486,655000,Adana,data/processed_images/otokoc_car_20250130_141406_page_58_idx_3.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,116432,655000,Adana,data/processed_images/otokoc_car_20250130_141406_page_58_idx_4.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,144088,640000,Adana,data/processed_images/otokoc_car_20250130_141406_page_58_idx_5.jpg
Ford,Focus,1.5L Tdci 120Ps Trend X Auto,FORD-FOCUS-1.5L TDCI 120PS TREND X AUTO,2020,204959,960000,Adana,data/processed_images/otokoc_car_20250130_141406_page_58_idx_6.jpg
Fiat,Egea,1.3 Mjet Ii Ds 95 Hp Easy,FIAT-EGEA-1.3 MJET II DS 95 HP EASY,2021,166903,660000,Ankara,data/processed_images/otokoc_car_20250130_141406_page_58_idx_7.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,75743,705000,İzmir,data/processed_images/otokoc_car_20250130_141406_page_58_idx_8.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2020,273548,605000,Bursa,data/processed_images/otokoc_car_20250130_141406_page_58_idx_9.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP,2021,67200,665000,İzmir,data/processed_images/otokoc_car_20250130_141406_page_58_idx_10.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,105772,685000,Antalya,data/processed_images/otokoc_car_20250130_141406_page_58_idx_11.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,126101,695000,Bursa,data/processed_images/otokoc_car_20250130_141406_page_58_idx_12.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,244356,550000,Bursa,data/processed_images/otokoc_car_20250130_141406_page_58_idx_13.jpg
Dacia,Duster,Comfort 1.5 Blue Dci 115 Bg 4X4,DACIA-DUSTER-COMFORT 1.5 BLUE dCi 115 BG 4x4,2020,155844,895000,İzmir,data/processed_images/otokoc_car_20250130_141406_page_58_idx_14.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2022,129944,695000,Bursa,data/processed_images/otokoc_car_20250130_141443_page_59_idx_0.jpg
Citroen,C,Elysee-Shine 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-SHINE 1.5 BLUEHDI 100HP EU6.2,2020,108740,705000,İzmir,data/processed_images/otokoc_car_20250130_141443_page_59_idx_1.jpg
Fiat,Egea,1.3 Mjet 95 Hp Eu6D Easy,FIAT-EGEA-1.3 MJET 95 HP EU6D EASY,2020,129803,615000,Konya,data/processed_images/otokoc_car_20250130_141443_page_59_idx_2.jpg
Dacia,Duster,Comfort 1.5 Blue Dci 115 Bg 4X4,DACIA-DUSTER-COMFORT 1.5 BLUE dCi 115 BG 4x4,2020,102431,985000,İzmir,data/processed_images/otokoc_car_20250130_141443_page_59_idx_3.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,140428,660000,Bursa,data/processed_images/otokoc_car_20250130_141443_page_59_idx_4.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2020,121092,725000,Eskişehir,data/processed_images/otokoc_car_20250130_141443_page_59_idx_5.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,174164,630000,Antalya,data/processed_images/otokoc_car_20250130_141443_page_59_idx_6.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,272162,520000,Bursa,data/processed_images/otokoc_car_20250130_141449_page_60_idx_0.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,269315,580000,Bursa,data/processed_images/otokoc_car_20250130_141449_page_60_idx_1.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,76541,710000,İzmir,data/processed_images/otokoc_car_20250130_141449_page_60_idx_2.jpg
Volkswagen,Passat,1.5 Tsi Act 150 Ps Business Dsg,VOLKSWAGEN-PASSAT-1.5 TSI ACT 150 PS BUSINESS DSG,2021,118280,1435000,İzmir,data/processed_images/otokoc_car_20250130_141449_page_60_idx_3.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,144666,560000,Antalya,data/processed_images/otokoc_car_20250130_141449_page_60_idx_4.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,195729,585000,İstanbul,data/processed_images/otokoc_car_20250130_141449_page_60_idx_5.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,210097,635000,Bursa,data/processed_images/otokoc_car_20250130_141449_page_60_idx_6.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,115218,695000,Bursa,data/processed_images/otokoc_car_20250130_141449_page_60_idx_7.jpg
Volkswagen,Passat,1.5 Tsi Act 150 Ps Business Dsg,VOLKSWAGEN-PASSAT-1.5 TSI ACT 150 PS BUSINESS DSG,2021,181906,1325000,İstanbul,data/processed_images/otokoc_car_20250130_141449_page_60_idx_8.jpg
Renault,Megane,Sedan Joy 1.5 Blue Dci 115 Bg Edc,RENAULT-MEGANE-SEDAN JOY 1.5 BLUE DCI 115 bg EDC,2021,83296,1000000,Antalya,data/processed_images/otokoc_car_20250130_141449_page_60_idx_9.jpg
Ford,Focus,1.5L Tdci 120Ps Trend X Auto,FORD-FOCUS-1.5L TDCI 120PS TREND X AUTO,2020,81442,1015000,İzmir,data/processed_images/otokoc_car_20250130_141449_page_60_idx_10.jpg
Citroen,C,Elysee-Shine 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-SHINE 1.5 BLUEHDI 100HP EU6.2,2020,119670,695000,İzmir,data/processed_images/otokoc_car_20250130_141449_page_60_idx_11.jpg
Ford,Focus,1.5L Tdci 120Ps Trend X Auto,FORD-FOCUS-1.5L TDCI 120PS TREND X AUTO,2020,156841,1000000,İzmir,data/processed_images/otokoc_car_20250130_141449_page_60_idx_12.jpg
Fiat,Egea,1.6 Mjet 120 Hp Easy Dct,FIAT-EGEA-1.6 MJET 120 HP EASY DCT,2019,184734,630000,Samsun,data/processed_images/otokoc_car_20250130_141449_page_60_idx_13.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,78450,720000,İzmir,data/processed_images/otokoc_car_20250130_141449_page_60_idx_14.jpg
Ford,Focus,1.5L Tdci 120Ps Trend X Auto,FORD-FOCUS-1.5L TDCI 120PS TREND X AUTO,2020,131718,975000,İzmir,data/processed_images/otokoc_car_20250130_141453_page_61_idx_0.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP,2021,64255,670000,İzmir,data/processed_images/otokoc_car_20250130_141453_page_61_idx_1.jpg
Ford,Focus,1.5L Tdci 120Ps Trend X Auto,FORD-FOCUS-1.5L TDCI 120PS TREND X AUTO,2020,156972,1010000,İzmir,data/processed_images/otokoc_car_20250130_141453_page_61_idx_2.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,53284,720000,İzmir,data/processed_images/otokoc_car_20250130_141453_page_61_idx_3.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2021,111668,680000,Samsun,data/processed_images/otokoc_car_20250130_141453_page_61_idx_4.jpg
Ford,Focus,1.5L Tdci 120Ps Trend X Auto,FORD-FOCUS-1.5L TDCI 120PS TREND X AUTO,2020,94989,1005000,Eskişehir,data/processed_images/otokoc_car_20250130_141453_page_61_idx_5.jpg
Ford,Focus,1.5L Tdci 120Ps Trend X Auto,FORD-FOCUS-1.5L TDCI 120PS TREND X AUTO,2020,183169,925000,İstanbul,data/processed_images/otokoc_car_20250130_141453_page_61_idx_7.jpg
Ford,Focus,Trend X 4K 1.5L Tdci 120Ps 8S At,FORD-FOCUS-TREND X 4K 1.5L TDCI 120PS 8S AT,2022,50179,1305000,Eskişehir,data/processed_images/otokoc_car_20250130_141453_page_61_idx_10.jpg
Fiat,Egea,1.3 Mjet 95 Hp Eu6D Easy,FIAT-EGEA-1.3 MJET 95 HP EU6D EASY,2021,126006,675000,Samsun,data/processed_images/otokoc_car_20250130_141453_page_61_idx_11.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,69552,700000,İzmir,data/processed_images/otokoc_car_20250130_141453_page_61_idx_12.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,93123,705000,İzmir,data/processed_images/otokoc_car_20250130_141453_page_61_idx_13.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,79076,715000,İzmir,data/processed_images/otokoc_car_20250130_141453_page_61_idx_14.jpg
Citroen,C,Elysee-Feel 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-FEEL 1.5 BLUEHDI 100HP EU6.2,2021,56879,730000,İzmir,data/processed_images/otokoc_car_20250130_141456_page_62_idx_0.jpg
Ford,Focus,1.5L Tdci 120Ps Trend X Auto,FORD-FOCUS-1.5L TDCI 120PS TREND X AUTO,2020,156117,1035000,İzmir,data/processed_images/otokoc_car_20250130_141456_page_62_idx_1.jpg
Hyundai,Bayon,1.0 T-Gdi 100 Ps Style Benzi̇n Dct,HYUNDAI-BAYON-1.0 T-GDI 100 PS STYLE BENZİN DCT,2023,14243,1240000,Sivas,data/processed_images/otokoc_car_20250130_141456_page_62_idx_2.jpg
Ford,Tourneo Courier,1.5 L Ecoblue 100Ps Titanium Kombi̇,FORD-TOURNEO COURIER-1.5 L ECOBLUE 100PS TITANIUM KOMBİ,2024,16938,1120000,Ankara,data/processed_images/otokoc_car_20250130_141456_page_62_idx_3.jpg
Ford,Ranger,2.0L Ecoblue 205Ps 4Wd At Wildtrak,FORD-RANGER-2.0L ECOBLUE 205PS 4WD AT WILDTRAK,2023,6837,2190000,Ankara,data/processed_images/otokoc_car_20250130_141456_page_62_idx_4.jpg
Mercedes,C,Serisi-Yeni C200 Bluetec Fascination Otm.,MERCEDES-C-SERISI-Yeni C200 BLUETEC FASCINATION OTM.,2015,257736,1339900,Ankara,data/processed_images/otokoc_car_20250130_141456_page_62_idx_11.jpg
Volvo,Xc60,B4 Awd Inscription Geartronic Di̇zel/Elek,VOLVO-XC60-B4 AWD INSCRIPTION GEARTRONIC DİZEL/ELEK,2022,67726,3685000,İstanbul,data/processed_images/otokoc_car_20250130_141456_page_62_idx_12.jpg
Volvo,Xc90,B5 Awd 7-Koltuk Inscription Dizel/Elektr,VOLVO-XC90-B5 AWD 7-KOLTUK INSCRIPTION DIZEL/ELEKTR,2021,101107,4270000,İstanbul,data/processed_images/otokoc_car_20250130_141456_page_62_idx_13.jpg
Fiat,Egea,1.6 Mjet Ii Ds 120 Hp Urban,FIAT-EGEA-1.6 MJET II DS 120 HP URBAN,2021,123613,720000,İstanbul,data/processed_images/otokoc_car_20250130_141456_page_62_idx_14.jpg
Toyota,Corolla,1.8 Hybrid Dream E-Cvt,TOYOTA-COROLLA-1.8 HYBRID DREAM E-CVT,2021,164474,860000,İstanbul,data/processed_images/otokoc_car_20250130_141459_page_63_idx_0.jpg
Ford,Focus,1.5L Tdci 120Ps Titanium Auto,FORD-FOCUS-1.5L TDCI 120PS TITANIUM AUTO,2020,203183,955000,İstanbul,data/processed_images/otokoc_car_20250130_141459_page_63_idx_2.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,94007,680000,Antalya,data/processed_images/otokoc_car_20250130_141459_page_63_idx_3.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2020,79214,705000,Antalya,data/processed_images/otokoc_car_20250130_141459_page_63_idx_4.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2020,117205,675000,Antalya,data/processed_images/otokoc_car_20250130_141459_page_63_idx_5.jpg
Citroen,C,Elysee-Shine 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-SHINE 1.5 BLUEHDI 100HP EU6.2,2020,164400,680000,Samsun,data/processed_images/otokoc_car_20250130_141459_page_63_idx_10.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2021,101910,730000,Samsun,data/processed_images/otokoc_car_20250130_141459_page_63_idx_11.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2021,231278,585000,Samsun,data/processed_images/otokoc_car_20250130_141459_page_63_idx_12.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,157653,665000,Bursa,data/processed_images/otokoc_car_20250130_141459_page_63_idx_14.jpg
Toyota,Corolla,1.8 Hybrid Passion Xpack E-Cvt,TOYOTA-COROLLA-1.8 HYBRID PASSION XPACK E-CVT,2023,16763,1600000,Konya,data/processed_images/otokoc_car_20250130_141502_page_64_idx_0.jpg
Citroen,C,Elysee-Shine 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-SHINE 1.5 BLUEHDI 100HP EU6.2,2020,118301,685000,Bursa,data/processed_images/otokoc_car_20250130_141502_page_64_idx_1.jpg
Toyota,Corolla,1.8 Hybrid Passion Xpack E-Cvt,TOYOTA-COROLLA-1.8 HYBRID PASSION XPACK E-CVT,2023,21347,1450000,Konya,data/processed_images/otokoc_car_20250130_141502_page_64_idx_2.jpg
Citroen,C,Elysee-Shine 1.5 Bluehdi 100Hp Eu6.2,CITROEN-C-ELYSEE-SHINE 1.5 BLUEHDI 100HP EU6.2,2020,158928,655000,Bursa,data/processed_images/otokoc_car_20250130_141502_page_64_idx_3.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,265763,580000,Bursa,data/processed_images/otokoc_car_20250130_141502_page_64_idx_4.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,200447,580000,Bursa,data/processed_images/otokoc_car_20250130_141502_page_64_idx_5.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,233063,595000,Bursa,data/processed_images/otokoc_car_20250130_141502_page_64_idx_6.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,104332,665000,Bursa,data/processed_images/otokoc_car_20250130_141502_page_64_idx_7.jpg
Ford,Tourneo Courier Journey,1.5L Tdci 100Ps Journey Trend Eu6.2,FORD-TOURNEO COURIER JOURNEY-1.5L TDCI 100PS JOURNEY TREND EU6.2,2019,83791,650000,Antalya,data/processed_images/otokoc_car_20250130_141502_page_64_idx_8.jpg
